dataset_name,model_name,model_architecture,text_prompt,acc_base_zs,acc_base_zs_trans
WHURS19,CLIP,ViT-L-14,a satellite image of a nice,86.46766169154229,99.20398009950249
WHURS19,CLIP,ViT-L-14,a satellite image of the small,83.88059701492537,99.0049751243781
WHURS19,CLIP,ViT-L-14,a satellite image of a small,85.3731343283582,99.0049751243781
WHURS19,CLIP,ViT-L-14,a satellite image of the weird,83.58208955223881,98.60696517412936
WHURS19,CLIP,ViT-L-14,a satellite image of a weird,82.7860696517413,98.80597014925372
WHURS19,CLIP,ViT-L-14,a satellite image of the cool,83.18407960199005,98.90547263681592
WHURS19,CLIP,ViT-L-14,a satellite image of a cool,84.17910447761194,98.90547263681592
WHURS19,GeoRSCLIP,ViT-B-32,a satellite photo of a,88.2587064676617,98.60696517412936
WHURS19,GeoRSCLIP,ViT-B-32,a remote sensing image of many,86.3681592039801,98.50746268656717
WHURS19,GeoRSCLIP,ViT-B-32,a remote sensing image of a,86.66666666666667,98.70646766169155
WHURS19,GeoRSCLIP,ViT-B-32,a remote sensing image of the,85.87064676616916,98.70646766169155
WHURS19,GeoRSCLIP,ViT-B-32,a remote sensing image of the hard to see,85.97014925373135,98.70646766169155
WHURS19,GeoRSCLIP,ViT-B-32,a remote sensing image of a hard to see,84.97512437810946,98.70646766169155
WHURS19,GeoRSCLIP,ViT-B-32,a low resolution remote sensing image of the,87.363184079602,98.70646766169155
WHURS19,GeoRSCLIP,ViT-B-32,a low resolution remote sensing image of a,87.16417910447761,98.70646766169155
WHURS19,GeoRSCLIP,ViT-B-32,a bad remote sensing image of the,84.77611940298507,98.70646766169155
WHURS19,GeoRSCLIP,ViT-B-32,a bad remote sensing image of a,86.16915422885572,98.60696517412936
WHURS19,GeoRSCLIP,ViT-B-32,a cropped remote sensing image of the,85.77114427860697,98.70646766169155
WHURS19,GeoRSCLIP,ViT-B-32,a cropped remote sensing image of a,86.66666666666667,98.70646766169155
WHURS19,GeoRSCLIP,ViT-B-32,a bright remote sensing image of the,85.27363184079601,98.80597014925372
WHURS19,GeoRSCLIP,ViT-B-32,a bright remote sensing image of a,86.16915422885572,98.70646766169155
WHURS19,GeoRSCLIP,ViT-B-32,a dark remote sensing image of the,84.37810945273633,98.50746268656717
WHURS19,GeoRSCLIP,ViT-B-32,a dark remote sensing image of a,85.67164179104478,98.60696517412936
WHURS19,GeoRSCLIP,ViT-B-32,a close-up remote sensing image of the,84.97512437810946,98.70646766169155
WHURS19,GeoRSCLIP,ViT-B-32,a close-up remote sensing image of a,85.07462686567165,98.70646766169155
WHURS19,GeoRSCLIP,ViT-B-32,a black and white remote sensing image of the,84.57711442786069,98.60696517412936
WHURS19,GeoRSCLIP,ViT-B-32,a black and white remote sensing image of a,84.77611940298507,98.50746268656717
WHURS19,GeoRSCLIP,ViT-B-32,a jpeg corrupted remote sensing image of the,84.07960199004975,98.60696517412936
WHURS19,GeoRSCLIP,ViT-B-32,a jpeg corrupted remote sensing image of a,85.77114427860697,98.70646766169155
WHURS19,GeoRSCLIP,ViT-B-32,a blurry remote sensing image of the,85.77114427860697,98.70646766169155
WHURS19,GeoRSCLIP,ViT-B-32,a blurry remote sensing image of a,85.97014925373135,98.60696517412936
WHURS19,GeoRSCLIP,ViT-B-32,a good remote sensing image of the,87.16417910447761,98.50746268656717
WHURS19,GeoRSCLIP,ViT-B-32,a good remote sensing image of a,87.46268656716418,98.70646766169155
WHURS19,GeoRSCLIP,ViT-B-32,a remote sensing image of the large,87.16417910447761,98.70646766169155
WHURS19,GeoRSCLIP,ViT-B-32,a remote sensing image of a large,87.96019900497512,98.70646766169155
WHURS19,GeoRSCLIP,ViT-B-32,a remote sensing image of the nice,88.45771144278606,98.70646766169155
WHURS19,GeoRSCLIP,ViT-B-32,a remote sensing image of a nice,87.96019900497512,98.70646766169155
WHURS19,GeoRSCLIP,ViT-B-32,a remote sensing image of the small,85.77114427860697,98.70646766169155
WHURS19,GeoRSCLIP,ViT-B-32,a remote sensing image of a small,86.56716417910448,98.70646766169155
WHURS19,GeoRSCLIP,ViT-B-32,a remote sensing image of the weird,85.87064676616916,98.60696517412936
WHURS19,GeoRSCLIP,ViT-B-32,a remote sensing image of a weird,86.26865671641791,98.60696517412936
WHURS19,GeoRSCLIP,ViT-B-32,a remote sensing image of the cool,87.76119402985074,98.60696517412936
WHURS19,GeoRSCLIP,ViT-B-32,a remote sensing image of a cool,86.66666666666667,98.60696517412936
WHURS19,GeoRSCLIP,ViT-B-32,an aerial image of many,88.55721393034825,98.60696517412936
WHURS19,GeoRSCLIP,ViT-B-32,an aerial image of a,88.85572139303483,98.60696517412936
WHURS19,GeoRSCLIP,ViT-B-32,an aerial image of the,86.96517412935323,98.50746268656717
WHURS19,GeoRSCLIP,ViT-B-32,an aerial image of the hard to see,88.2587064676617,98.70646766169155
WHURS19,GeoRSCLIP,ViT-B-32,an aerial image of a hard to see,87.66169154228855,98.70646766169155
WHURS19,GeoRSCLIP,ViT-B-32,a low resolution aerial image of the,85.87064676616916,98.60696517412936
WHURS19,GeoRSCLIP,ViT-B-32,a low resolution aerial image of a,89.25373134328358,98.60696517412936
WHURS19,GeoRSCLIP,ViT-B-32,a bad aerial image of the,87.76119402985074,98.60696517412936
WHURS19,GeoRSCLIP,ViT-B-32,a bad aerial image of a,89.1542288557214,98.70646766169155
WHURS19,GeoRSCLIP,ViT-B-32,a cropped aerial image of the,85.3731343283582,98.50746268656717
WHURS19,GeoRSCLIP,ViT-B-32,a cropped aerial image of a,88.45771144278606,98.60696517412936
WHURS19,GeoRSCLIP,ViT-B-32,a bright aerial image of the,86.56716417910448,98.60696517412936
WHURS19,GeoRSCLIP,ViT-B-32,a bright aerial image of a,88.95522388059702,98.60696517412936
WHURS19,GeoRSCLIP,ViT-B-32,a dark aerial image of the,84.57711442786069,98.30845771144278
WHURS19,GeoRSCLIP,ViT-B-32,a dark aerial image of a,86.96517412935323,98.50746268656717
WHURS19,GeoRSCLIP,ViT-B-32,a close-up aerial image of the,86.26865671641791,98.70646766169155
WHURS19,GeoRSCLIP,ViT-B-32,a close-up aerial image of a,87.76119402985074,98.70646766169155
WHURS19,GeoRSCLIP,ViT-B-32,a black and white aerial image of the,87.06467661691542,98.40796019900498
WHURS19,GeoRSCLIP,ViT-B-32,a black and white aerial image of a,88.45771144278606,98.50746268656717
WHURS19,GeoRSCLIP,ViT-B-32,a jpeg corrupted aerial image of the,86.76616915422886,98.80597014925372
WHURS19,GeoRSCLIP,ViT-B-32,a jpeg corrupted aerial image of a,88.1592039800995,98.60696517412936
WHURS19,GeoRSCLIP,ViT-B-32,a blurry aerial image of the,87.46268656716418,98.50746268656717
WHURS19,GeoRSCLIP,ViT-B-32,a blurry aerial image of a,88.55721393034825,98.70646766169155
WHURS19,GeoRSCLIP,ViT-B-32,a good aerial image of the,87.46268656716418,98.50746268656717
WHURS19,GeoRSCLIP,ViT-B-32,a good aerial image of a,89.45273631840796,98.60696517412936
WHURS19,GeoRSCLIP,ViT-B-32,an aerial image of the large,89.65174129353234,98.70646766169155
WHURS19,GeoRSCLIP,ViT-B-32,an aerial image of a large,89.85074626865672,98.70646766169155
WHURS19,GeoRSCLIP,ViT-B-32,an aerial image of the nice,88.95522388059702,98.80597014925372
WHURS19,GeoRSCLIP,ViT-B-32,an aerial image of a nice,89.1542288557214,98.60696517412936
WHURS19,GeoRSCLIP,ViT-B-32,an aerial image of the small,85.27363184079601,98.60696517412936
WHURS19,GeoRSCLIP,ViT-B-32,an aerial image of a small,87.2636815920398,98.70646766169155
WHURS19,GeoRSCLIP,ViT-B-32,an aerial image of the weird,88.2587064676617,98.80597014925372
WHURS19,GeoRSCLIP,ViT-B-32,an aerial image of a weird,88.1592039800995,98.80597014925372
WHURS19,GeoRSCLIP,ViT-B-32,an aerial image of the cool,88.75621890547264,98.70646766169155
WHURS19,GeoRSCLIP,ViT-B-32,an aerial image of a cool,88.65671641791045,98.70646766169155
WHURS19,GeoRSCLIP,ViT-B-32,a satellite image of many,88.75621890547264,98.50746268656717
WHURS19,GeoRSCLIP,ViT-B-32,a satellite image of a,88.35820895522389,98.60696517412936
WHURS19,GeoRSCLIP,ViT-B-32,a satellite image of the,86.06965174129353,98.60696517412936
WHURS19,GeoRSCLIP,ViT-B-32,a satellite image of the hard to see,88.2587064676617,98.70646766169155
WHURS19,GeoRSCLIP,ViT-B-32,a satellite image of a hard to see,87.66169154228855,98.60696517412936
WHURS19,GeoRSCLIP,ViT-B-32,a low resolution satellite image of the,86.3681592039801,98.60696517412936
WHURS19,GeoRSCLIP,ViT-B-32,a low resolution satellite image of a,88.45771144278606,98.70646766169155
WHURS19,GeoRSCLIP,ViT-B-32,a bad satellite image of the,86.56716417910448,98.60696517412936
WHURS19,GeoRSCLIP,ViT-B-32,a bad satellite image of a,88.85572139303483,98.70646766169155
WHURS19,GeoRSCLIP,ViT-B-32,a cropped satellite image of the,85.67164179104478,98.60696517412936
WHURS19,GeoRSCLIP,ViT-B-32,a cropped satellite image of a,87.86069651741293,98.70646766169155
WHURS19,GeoRSCLIP,ViT-B-32,a bright satellite image of the,85.87064676616916,98.50746268656717
WHURS19,GeoRSCLIP,ViT-B-32,a bright satellite image of a,87.56218905472637,98.40796019900498
WHURS19,GeoRSCLIP,ViT-B-32,a dark satellite image of the,84.77611940298507,98.40796019900498
WHURS19,GeoRSCLIP,ViT-B-32,a dark satellite image of a,86.26865671641791,98.30845771144278
WHURS19,GeoRSCLIP,ViT-B-32,a close-up satellite image of the,86.26865671641791,98.60696517412936
WHURS19,GeoRSCLIP,ViT-B-32,a close-up satellite image of a,86.96517412935323,98.60696517412936
WHURS19,GeoRSCLIP,ViT-B-32,a black and white satellite image of the,86.16915422885572,98.50746268656717
WHURS19,GeoRSCLIP,ViT-B-32,a black and white satellite image of a,86.76616915422886,98.40796019900498
WHURS19,GeoRSCLIP,ViT-B-32,a jpeg corrupted satellite image of the,86.26865671641791,98.80597014925372
WHURS19,GeoRSCLIP,ViT-B-32,a jpeg corrupted satellite image of a,87.86069651741293,98.50746268656717
WHURS19,GeoRSCLIP,ViT-B-32,a blurry satellite image of the,87.06467661691542,98.60696517412936
WHURS19,GeoRSCLIP,ViT-B-32,a blurry satellite image of a,87.96019900497512,98.60696517412936
WHURS19,GeoRSCLIP,ViT-B-32,a good satellite image of the,86.76616915422886,98.60696517412936
WHURS19,GeoRSCLIP,ViT-B-32,a good satellite image of a,88.75621890547264,98.70646766169155
WHURS19,GeoRSCLIP,ViT-B-32,a satellite image of the large,89.25373134328358,98.80597014925372
WHURS19,GeoRSCLIP,ViT-B-32,a satellite image of a large,89.35323383084577,98.60696517412936
WHURS19,GeoRSCLIP,ViT-B-32,a satellite image of the nice,88.05970149253731,98.80597014925372
WHURS19,GeoRSCLIP,ViT-B-32,a satellite image of a nice,88.65671641791045,98.50746268656717
WHURS19,GeoRSCLIP,ViT-B-32,a satellite image of the small,83.88059701492537,98.60696517412936
WHURS19,GeoRSCLIP,ViT-B-32,a satellite image of a small,86.46766169154229,98.70646766169155
WHURS19,GeoRSCLIP,ViT-B-32,a satellite image of the weird,88.55721393034825,98.80597014925372
WHURS19,GeoRSCLIP,ViT-B-32,a satellite image of a weird,88.45771144278606,98.80597014925372
WHURS19,GeoRSCLIP,ViT-B-32,a satellite image of the cool,88.05970149253731,98.60696517412936
WHURS19,GeoRSCLIP,ViT-B-32,a satellite image of a cool,88.55721393034825,98.60696517412936
WHURS19,GeoRSCLIP,ViT-L-14,a satellite photo of a,89.45273631840796,98.80597014925372
WHURS19,GeoRSCLIP,ViT-L-14,a remote sensing image of many,86.76616915422886,98.70646766169155
WHURS19,GeoRSCLIP,ViT-L-14,a remote sensing image of a,86.3681592039801,98.80597014925372
WHURS19,GeoRSCLIP,ViT-L-14,a remote sensing image of the,85.87064676616916,98.90547263681592
WHURS19,GeoRSCLIP,ViT-L-14,a remote sensing image of the hard to see,85.4726368159204,98.80597014925372
WHURS19,GeoRSCLIP,ViT-L-14,a remote sensing image of a hard to see,86.26865671641791,98.90547263681592
WHURS19,GeoRSCLIP,ViT-L-14,a low resolution remote sensing image of the,87.363184079602,99.0049751243781
WHURS19,GeoRSCLIP,ViT-L-14,a low resolution remote sensing image of a,88.65671641791045,98.80597014925372
WHURS19,GeoRSCLIP,ViT-L-14,a bad remote sensing image of the,85.97014925373135,98.90547263681592
WHURS19,GeoRSCLIP,ViT-L-14,a bad remote sensing image of a,86.86567164179104,98.80597014925372
WHURS19,GeoRSCLIP,ViT-L-14,a cropped remote sensing image of the,86.3681592039801,98.90547263681592
WHURS19,GeoRSCLIP,ViT-L-14,a cropped remote sensing image of a,87.2636815920398,98.80597014925372
WHURS19,GeoRSCLIP,ViT-L-14,a bright remote sensing image of the,85.87064676616916,98.90547263681592
WHURS19,GeoRSCLIP,ViT-L-14,a bright remote sensing image of a,87.66169154228855,98.70646766169155
WHURS19,GeoRSCLIP,ViT-L-14,a dark remote sensing image of the,85.77114427860697,98.70646766169155
WHURS19,GeoRSCLIP,ViT-L-14,a dark remote sensing image of a,86.16915422885572,98.60696517412936
WHURS19,GeoRSCLIP,ViT-L-14,a close-up remote sensing image of the,85.87064676616916,99.1044776119403
WHURS19,GeoRSCLIP,ViT-L-14,a close-up remote sensing image of a,85.57213930348259,98.80597014925372
WHURS19,GeoRSCLIP,ViT-L-14,a black and white remote sensing image of the,83.98009950248756,98.80597014925372
WHURS19,GeoRSCLIP,ViT-L-14,a black and white remote sensing image of a,83.98009950248756,98.50746268656717
WHURS19,GeoRSCLIP,ViT-L-14,a jpeg corrupted remote sensing image of the,87.06467661691542,98.70646766169155
WHURS19,GeoRSCLIP,ViT-L-14,a jpeg corrupted remote sensing image of a,89.25373134328358,98.90547263681592
WHURS19,GeoRSCLIP,ViT-L-14,a blurry remote sensing image of the,85.57213930348259,98.90547263681592
WHURS19,GeoRSCLIP,ViT-L-14,a blurry remote sensing image of a,87.46268656716418,99.0049751243781
WHURS19,GeoRSCLIP,ViT-L-14,a good remote sensing image of the,85.97014925373135,98.90547263681592
WHURS19,GeoRSCLIP,ViT-L-14,a good remote sensing image of a,86.66666666666667,98.80597014925372
WHURS19,GeoRSCLIP,ViT-L-14,a remote sensing image of the large,85.3731343283582,98.40796019900498
WHURS19,GeoRSCLIP,ViT-L-14,a remote sensing image of a large,84.87562189054727,98.50746268656717
WHURS19,GeoRSCLIP,ViT-L-14,a remote sensing image of the nice,86.46766169154229,98.90547263681592
WHURS19,GeoRSCLIP,ViT-L-14,a remote sensing image of a nice,88.45771144278606,99.0049751243781
WHURS19,GeoRSCLIP,ViT-L-14,a remote sensing image of the small,85.87064676616916,98.70646766169155
WHURS19,GeoRSCLIP,ViT-L-14,a remote sensing image of a small,85.57213930348259,98.60696517412936
WHURS19,GeoRSCLIP,ViT-L-14,a remote sensing image of the weird,85.57213930348259,98.70646766169155
WHURS19,GeoRSCLIP,ViT-L-14,a remote sensing image of a weird,86.16915422885572,98.60696517412936
WHURS19,GeoRSCLIP,ViT-L-14,a remote sensing image of the cool,86.26865671641791,98.70646766169155
WHURS19,GeoRSCLIP,ViT-L-14,a remote sensing image of a cool,86.06965174129353,98.70646766169155
WHURS19,GeoRSCLIP,ViT-L-14,an aerial image of many,89.1542288557214,98.80597014925372
WHURS19,GeoRSCLIP,ViT-L-14,an aerial image of a,90.44776119402985,98.80597014925372
WHURS19,GeoRSCLIP,ViT-L-14,an aerial image of the,88.95522388059702,98.70646766169155
WHURS19,GeoRSCLIP,ViT-L-14,an aerial image of the hard to see,87.76119402985074,98.70646766169155
WHURS19,GeoRSCLIP,ViT-L-14,an aerial image of a hard to see,87.96019900497512,98.70646766169155
WHURS19,GeoRSCLIP,ViT-L-14,a low resolution aerial image of the,87.66169154228855,98.70646766169155
WHURS19,GeoRSCLIP,ViT-L-14,a low resolution aerial image of a,90.14925373134328,98.80597014925372
WHURS19,GeoRSCLIP,ViT-L-14,a bad aerial image of the,89.45273631840796,98.70646766169155
WHURS19,GeoRSCLIP,ViT-L-14,a bad aerial image of a,90.14925373134328,98.90547263681592
WHURS19,GeoRSCLIP,ViT-L-14,a cropped aerial image of the,88.1592039800995,98.90547263681592
WHURS19,GeoRSCLIP,ViT-L-14,a cropped aerial image of a,89.1542288557214,98.80597014925372
WHURS19,GeoRSCLIP,ViT-L-14,a bright aerial image of the,88.65671641791045,98.70646766169155
WHURS19,GeoRSCLIP,ViT-L-14,a bright aerial image of a,90.04975124378109,98.90547263681592
WHURS19,GeoRSCLIP,ViT-L-14,a dark aerial image of the,87.363184079602,98.80597014925372
WHURS19,GeoRSCLIP,ViT-L-14,a dark aerial image of a,87.86069651741293,98.60696517412936
WHURS19,GeoRSCLIP,ViT-L-14,a close-up aerial image of the,87.86069651741293,98.70646766169155
WHURS19,GeoRSCLIP,ViT-L-14,a close-up aerial image of a,90.04975124378109,98.80597014925372
WHURS19,GeoRSCLIP,ViT-L-14,a black and white aerial image of the,87.66169154228855,94.82587064676616
WHURS19,GeoRSCLIP,ViT-L-14,a black and white aerial image of a,88.55721393034825,98.2089552238806
WHURS19,GeoRSCLIP,ViT-L-14,a jpeg corrupted aerial image of the,88.1592039800995,98.80597014925372
WHURS19,GeoRSCLIP,ViT-L-14,a jpeg corrupted aerial image of a,90.24875621890547,98.90547263681592
WHURS19,GeoRSCLIP,ViT-L-14,a blurry aerial image of the,89.05472636815921,98.80597014925372
WHURS19,GeoRSCLIP,ViT-L-14,a blurry aerial image of a,90.24875621890547,98.90547263681592
WHURS19,GeoRSCLIP,ViT-L-14,a good aerial image of the,88.2587064676617,98.80597014925372
WHURS19,GeoRSCLIP,ViT-L-14,a good aerial image of a,90.64676616915423,98.80597014925372
WHURS19,GeoRSCLIP,ViT-L-14,an aerial image of the large,88.55721393034825,91.64179104477611
WHURS19,GeoRSCLIP,ViT-L-14,an aerial image of a large,89.1542288557214,91.44278606965175
WHURS19,GeoRSCLIP,ViT-L-14,an aerial image of the nice,86.26865671641791,98.80597014925372
WHURS19,GeoRSCLIP,ViT-L-14,an aerial image of a nice,90.54726368159204,98.90547263681592
WHURS19,GeoRSCLIP,ViT-L-14,an aerial image of the small,89.05472636815921,98.80597014925372
WHURS19,GeoRSCLIP,ViT-L-14,an aerial image of a small,89.1542288557214,99.0049751243781
WHURS19,GeoRSCLIP,ViT-L-14,an aerial image of the weird,88.85572139303483,98.70646766169155
WHURS19,GeoRSCLIP,ViT-L-14,an aerial image of a weird,88.85572139303483,98.60696517412936
WHURS19,GeoRSCLIP,ViT-L-14,an aerial image of the cool,86.26865671641791,91.54228855721394
WHURS19,GeoRSCLIP,ViT-L-14,an aerial image of a cool,88.95522388059702,98.50746268656717
WHURS19,GeoRSCLIP,ViT-L-14,a satellite image of many,87.76119402985074,98.80597014925372
WHURS19,GeoRSCLIP,ViT-L-14,a satellite image of a,89.25373134328358,98.80597014925372
WHURS19,GeoRSCLIP,ViT-L-14,a satellite image of the,88.55721393034825,98.70646766169155
WHURS19,GeoRSCLIP,ViT-L-14,a satellite image of the hard to see,86.46766169154229,98.70646766169155
WHURS19,GeoRSCLIP,ViT-L-14,a satellite image of a hard to see,86.56716417910448,98.70646766169155
WHURS19,GeoRSCLIP,ViT-L-14,a low resolution satellite image of the,88.75621890547264,98.90547263681592
WHURS19,GeoRSCLIP,ViT-L-14,a low resolution satellite image of a,90.04975124378109,99.0049751243781
WHURS19,GeoRSCLIP,ViT-L-14,a bad satellite image of the,89.25373134328358,98.70646766169155
WHURS19,GeoRSCLIP,ViT-L-14,a bad satellite image of a,90.14925373134328,98.80597014925372
WHURS19,GeoRSCLIP,ViT-L-14,a cropped satellite image of the,88.45771144278606,98.70646766169155
WHURS19,GeoRSCLIP,ViT-L-14,a cropped satellite image of a,89.05472636815921,98.60696517412936
WHURS19,GeoRSCLIP,ViT-L-14,a bright satellite image of the,88.1592039800995,98.70646766169155
WHURS19,GeoRSCLIP,ViT-L-14,a bright satellite image of a,89.75124378109453,99.0049751243781
WHURS19,GeoRSCLIP,ViT-L-14,a dark satellite image of the,86.06965174129353,98.80597014925372
WHURS19,GeoRSCLIP,ViT-L-14,a dark satellite image of a,87.363184079602,98.60696517412936
WHURS19,GeoRSCLIP,ViT-L-14,a close-up satellite image of the,87.86069651741293,98.90547263681592
WHURS19,GeoRSCLIP,ViT-L-14,a close-up satellite image of a,89.75124378109453,99.0049751243781
WHURS19,GeoRSCLIP,ViT-L-14,a black and white satellite image of the,85.97014925373135,98.80597014925372
WHURS19,GeoRSCLIP,ViT-L-14,a black and white satellite image of a,87.363184079602,98.40796019900498
WHURS19,GeoRSCLIP,ViT-L-14,a jpeg corrupted satellite image of the,89.85074626865672,98.80597014925372
WHURS19,GeoRSCLIP,ViT-L-14,a jpeg corrupted satellite image of a,90.54726368159204,98.70646766169155
WHURS19,GeoRSCLIP,ViT-L-14,a blurry satellite image of the,88.75621890547264,99.0049751243781
WHURS19,GeoRSCLIP,ViT-L-14,a blurry satellite image of a,90.44776119402985,98.70646766169155
WHURS19,GeoRSCLIP,ViT-L-14,a good satellite image of the,88.85572139303483,98.70646766169155
WHURS19,GeoRSCLIP,ViT-L-14,a good satellite image of a,89.95024875621891,98.80597014925372
WHURS19,GeoRSCLIP,ViT-L-14,a satellite image of the large,88.45771144278606,91.44278606965175
WHURS19,GeoRSCLIP,ViT-L-14,a satellite image of a large,88.45771144278606,98.40796019900498
WHURS19,GeoRSCLIP,ViT-L-14,a satellite image of the nice,87.16417910447761,98.80597014925372
WHURS19,GeoRSCLIP,ViT-L-14,a satellite image of a nice,89.65174129353234,98.80597014925372
WHURS19,GeoRSCLIP,ViT-L-14,a satellite image of the small,88.65671641791045,98.80597014925372
WHURS19,GeoRSCLIP,ViT-L-14,a satellite image of a small,88.45771144278606,98.80597014925372
WHURS19,GeoRSCLIP,ViT-L-14,a satellite image of the weird,87.363184079602,98.90547263681592
WHURS19,GeoRSCLIP,ViT-L-14,a satellite image of a weird,88.05970149253731,98.80597014925372
WHURS19,GeoRSCLIP,ViT-L-14,a satellite image of the cool,86.96517412935323,98.30845771144278
WHURS19,GeoRSCLIP,ViT-L-14,a satellite image of a cool,87.86069651741293,98.50746268656717
WHURS19,GeoRSCLIP,ViT-H-14,a satellite photo of a,90.14925373134328,99.60199004975124
WHURS19,GeoRSCLIP,ViT-H-14,a remote sensing image of many,90.8457711442786,98.90547263681592
WHURS19,GeoRSCLIP,ViT-H-14,a remote sensing image of a,88.75621890547264,99.70149253731343
WHURS19,GeoRSCLIP,ViT-H-14,a remote sensing image of the,87.66169154228855,99.60199004975124
WHURS19,GeoRSCLIP,ViT-H-14,a remote sensing image of the hard to see,86.46766169154229,99.80099502487562
WHURS19,GeoRSCLIP,ViT-H-14,a remote sensing image of a hard to see,87.16417910447761,99.30348258706468
WHURS19,GeoRSCLIP,ViT-H-14,a low resolution remote sensing image of the,87.96019900497512,99.80099502487562
WHURS19,GeoRSCLIP,ViT-H-14,a low resolution remote sensing image of a,88.05970149253731,99.80099502487562
WHURS19,GeoRSCLIP,ViT-H-14,a bad remote sensing image of the,89.1542288557214,99.80099502487562
WHURS19,GeoRSCLIP,ViT-H-14,a bad remote sensing image of a,89.25373134328358,99.30348258706468
WHURS19,GeoRSCLIP,ViT-H-14,a cropped remote sensing image of the,87.363184079602,99.70149253731343
WHURS19,GeoRSCLIP,ViT-H-14,a cropped remote sensing image of a,87.96019900497512,99.90049751243781
WHURS19,GeoRSCLIP,ViT-H-14,a bright remote sensing image of the,88.65671641791045,99.80099502487562
WHURS19,GeoRSCLIP,ViT-H-14,a bright remote sensing image of a,91.24378109452736,99.70149253731343
WHURS19,GeoRSCLIP,ViT-H-14,a dark remote sensing image of the,87.96019900497512,99.80099502487562
WHURS19,GeoRSCLIP,ViT-H-14,a dark remote sensing image of a,89.55223880597015,98.60696517412936
WHURS19,GeoRSCLIP,ViT-H-14,a close-up remote sensing image of the,87.363184079602,99.80099502487562
WHURS19,GeoRSCLIP,ViT-H-14,a close-up remote sensing image of a,89.1542288557214,99.40298507462687
WHURS19,GeoRSCLIP,ViT-H-14,a black and white remote sensing image of the,87.76119402985074,99.80099502487562
WHURS19,GeoRSCLIP,ViT-H-14,a black and white remote sensing image of a,88.85572139303483,99.30348258706468
WHURS19,GeoRSCLIP,ViT-H-14,a jpeg corrupted remote sensing image of the,89.35323383084577,99.80099502487562
WHURS19,GeoRSCLIP,ViT-H-14,a jpeg corrupted remote sensing image of a,89.1542288557214,99.80099502487562
WHURS19,GeoRSCLIP,ViT-H-14,a blurry remote sensing image of the,89.55223880597015,99.80099502487562
WHURS19,GeoRSCLIP,ViT-H-14,a blurry remote sensing image of a,90.34825870646766,99.80099502487562
WHURS19,GeoRSCLIP,ViT-H-14,a good remote sensing image of the,88.1592039800995,99.70149253731343
WHURS19,GeoRSCLIP,ViT-H-14,a good remote sensing image of a,89.55223880597015,99.50248756218906
WHURS19,GeoRSCLIP,ViT-H-14,a remote sensing image of the large,86.86567164179104,99.60199004975124
WHURS19,GeoRSCLIP,ViT-H-14,a remote sensing image of a large,88.05970149253731,99.1044776119403
WHURS19,GeoRSCLIP,ViT-H-14,a remote sensing image of the nice,90.94527363184079,99.70149253731343
WHURS19,GeoRSCLIP,ViT-H-14,a remote sensing image of a nice,91.64179104477611,99.80099502487562
WHURS19,GeoRSCLIP,ViT-H-14,a remote sensing image of the small,87.2636815920398,99.70149253731343
WHURS19,GeoRSCLIP,ViT-H-14,a remote sensing image of a small,87.66169154228855,99.70149253731343
WHURS19,GeoRSCLIP,ViT-H-14,a remote sensing image of the weird,90.44776119402985,99.70149253731343
WHURS19,GeoRSCLIP,ViT-H-14,a remote sensing image of a weird,90.34825870646766,99.80099502487562
WHURS19,GeoRSCLIP,ViT-H-14,a remote sensing image of the cool,88.75621890547264,99.70149253731343
WHURS19,GeoRSCLIP,ViT-H-14,a remote sensing image of a cool,91.04477611940298,99.80099502487562
WHURS19,GeoRSCLIP,ViT-H-14,an aerial image of many,91.54228855721394,99.40298507462687
WHURS19,GeoRSCLIP,ViT-H-14,an aerial image of a,90.34825870646766,99.70149253731343
WHURS19,GeoRSCLIP,ViT-H-14,an aerial image of the,89.1542288557214,99.60199004975124
WHURS19,GeoRSCLIP,ViT-H-14,an aerial image of the hard to see,88.75621890547264,99.20398009950249
WHURS19,GeoRSCLIP,ViT-H-14,an aerial image of a hard to see,88.95522388059702,99.70149253731343
WHURS19,GeoRSCLIP,ViT-H-14,a low resolution aerial image of the,89.95024875621891,99.60199004975124
WHURS19,GeoRSCLIP,ViT-H-14,a low resolution aerial image of a,90.94527363184079,99.80099502487562
WHURS19,GeoRSCLIP,ViT-H-14,a bad aerial image of the,90.94527363184079,99.60199004975124
WHURS19,GeoRSCLIP,ViT-H-14,a bad aerial image of a,91.34328358208955,99.70149253731343
WHURS19,GeoRSCLIP,ViT-H-14,a cropped aerial image of the,88.85572139303483,99.70149253731343
WHURS19,GeoRSCLIP,ViT-H-14,a cropped aerial image of a,89.55223880597015,99.80099502487562
WHURS19,GeoRSCLIP,ViT-H-14,a bright aerial image of the,90.14925373134328,99.60199004975124
WHURS19,GeoRSCLIP,ViT-H-14,a bright aerial image of a,91.64179104477611,99.80099502487562
WHURS19,GeoRSCLIP,ViT-H-14,a dark aerial image of the,89.65174129353234,99.60199004975124
WHURS19,GeoRSCLIP,ViT-H-14,a dark aerial image of a,90.8457711442786,98.60696517412936
WHURS19,GeoRSCLIP,ViT-H-14,a close-up aerial image of the,89.25373134328358,99.60199004975124
WHURS19,GeoRSCLIP,ViT-H-14,a close-up aerial image of a,89.45273631840796,99.80099502487562
WHURS19,GeoRSCLIP,ViT-H-14,a black and white aerial image of the,88.65671641791045,99.70149253731343
